,UC,year,brand,model,price,mileage,Oprice
374,0,2008,BMW,X5,"$39,998","115,677 miles",50500
375,1,2015,BMW,X5,"$46,998","32,440 miles",76300
376,0,2018,BMW,X4,"$46,998","8,782 miles",53425
377,0,2017,BMW,X5,"$48,995","4,239 miles",78650
378,0,2016,BMW,X5,"$48,995","15,292 miles",76350
379,1,2014,BMW,X5,"$73,998","38,034 miles",60500
380,0,2017,BMW,X6,"$73,998","6,552 miles",83300
381,0,2017,BMW,X3,"$59,999","6,090 miles",44500
382,1,2015,BMW,X5,"$59,999","28,765 miles",76300
383,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
384,0,2013,BMW,X6,"$39,988","36,624 miles",65100
385,0,2017,BMW,X1,"$59,995","10,789 miles",34750
386,1,2015,BMW,X5,"$59,995","34,835 miles",76300
387,0,2011,BMW,X6,"$34,995","89,666 miles",72950
388,1,2015,BMW,X5,"$34,995","37,215 miles",76300
389,0,2008,BMW,X5,"$39,998","115,677 miles",50500
390,1,2015,BMW,X5,"$46,998","32,440 miles",76300
391,0,2018,BMW,X4,"$46,998","8,782 miles",53425
392,0,2017,BMW,X5,"$48,995","4,239 miles",78650
393,0,2016,BMW,X5,"$48,995","15,292 miles",76350
394,1,2014,BMW,X5,"$73,998","38,034 miles",60500
395,0,2017,BMW,X6,"$73,998","6,552 miles",83300
396,0,2017,BMW,X3,"$59,999","6,090 miles",44500
397,1,2015,BMW,X5,"$59,999","28,765 miles",76300
398,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
399,0,2013,BMW,X6,"$39,988","36,624 miles",65100
400,0,2017,BMW,X1,"$59,995","10,789 miles",34750
401,1,2015,BMW,X5,"$59,995","34,835 miles",76300
402,0,2011,BMW,X6,"$34,995","89,666 miles",72950
403,1,2015,BMW,X5,"$34,995","37,215 miles",76300
404,0,2008,BMW,X5,"$39,998","115,677 miles",50500
405,1,2015,BMW,X5,"$46,998","32,440 miles",76300
406,0,2018,BMW,X4,"$46,998","8,782 miles",53425
407,0,2017,BMW,X5,"$48,995","4,239 miles",78650
408,0,2016,BMW,X5,"$48,995","15,292 miles",76350
409,1,2014,BMW,X5,"$73,998","38,034 miles",60500
410,0,2017,BMW,X6,"$73,998","6,552 miles",83300
411,0,2017,BMW,X3,"$59,999","6,090 miles",44500
412,1,2015,BMW,X5,"$59,999","28,765 miles",76300
413,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
414,0,2013,BMW,X6,"$39,988","36,624 miles",65100
415,0,2017,BMW,X1,"$59,995","10,789 miles",34750
416,1,2015,BMW,X5,"$59,995","34,835 miles",76300
417,0,2011,BMW,X6,"$34,995","89,666 miles",72950
418,1,2015,BMW,X5,"$34,995","37,215 miles",76300
419,0,2008,BMW,X5,"$39,998","115,677 miles",50500
420,1,2015,BMW,X5,"$46,998","32,440 miles",76300
421,0,2018,BMW,X4,"$46,998","8,782 miles",53425
422,0,2017,BMW,X5,"$48,995","4,239 miles",78650
423,0,2016,BMW,X5,"$48,995","15,292 miles",76350
424,1,2014,BMW,X5,"$73,998","38,034 miles",60500
425,0,2017,BMW,X6,"$73,998","6,552 miles",83300
426,0,2017,BMW,X3,"$59,999","6,090 miles",44500
427,1,2015,BMW,X5,"$59,999","28,765 miles",76300
428,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
429,0,2013,BMW,X6,"$39,988","36,624 miles",65100
430,0,2017,BMW,X1,"$59,995","10,789 miles",34750
431,1,2015,BMW,X5,"$59,995","34,835 miles",76300
432,0,2011,BMW,X6,"$34,995","89,666 miles",72950
433,1,2015,BMW,X5,"$34,995","37,215 miles",76300
434,0,2008,BMW,X5,"$39,998","115,677 miles",50500
435,1,2015,BMW,X5,"$46,998","32,440 miles",76300
436,0,2018,BMW,X4,"$46,998","8,782 miles",53425
437,0,2017,BMW,X5,"$48,995","4,239 miles",78650
438,0,2016,BMW,X5,"$48,995","15,292 miles",76350
439,1,2014,BMW,X5,"$73,998","38,034 miles",60500
440,0,2017,BMW,X6,"$73,998","6,552 miles",83300
441,0,2017,BMW,X3,"$59,999","6,090 miles",44500
442,1,2015,BMW,X5,"$59,999","28,765 miles",76300
443,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
444,0,2013,BMW,X6,"$39,988","36,624 miles",65100
445,0,2017,BMW,X1,"$59,995","10,789 miles",34750
446,1,2015,BMW,X5,"$59,995","34,835 miles",76300
447,0,2011,BMW,X6,"$34,995","89,666 miles",72950
